1,3,1450,2015,142,6750002,8809258,36023,36489,22001,21223,33027,27574
685510,0,0,0,50,278,100,88328,3164,128,2036,-39,-6,9,-27,128,6749902,8809258,0,0,0,1
685531,0,0,1,68,371,81,88327,3164,141,2032,-37,-3,6,-26,144,6749900,8809258,0,0,0,1
685549,0,0,2,70,93,71,88330,3164,132,2030,-19,-4,5,-24,160,6749972,8809258,0,0,0,1
685568,0,0,4,97,464,114,88326,3164,117,2039,-52,-4,8,-24,128,6749856,8809258,0,0,0,1
685594,0,0,6,90,278,86,88328,3164,133,2033,-36,-5,7,-23,144,6749924,8809258,0,0,0,1
685613,0,0,7,54,93,33,88330,3164,133,2022,-27,-7,5,-26,144,6749964,8809258,0,0,0,1
685633,0,0,8,41,278,33,88328,3164,141,2022,-45,-4,6,-26,128,6749902,8809258,0,0,0,1
685651,0,0,9,83,464,110,88326,3164,120,2038,-40,-4,3,-25,160,6749864,8809258,0,0,0,1
685678,0,1,12,73,185,67,88329,3164,130,2029,-28,-5,4,-24,176,6749942,8809258,0,0,0,1
685697,0,1,13,75,93,76,88330,3164,141,2031,-25,-5,5,-26,160,6749982,8809258,0,0,0,1
685717,0,1,14,60,464,52,88326,3164,147,2026,-32,-1,11,-27,208,6749862,8809258,0,0,0,1
685735,0,1,16,76,464,86,88326,3164,131,2033,-42,-4,5,-28,144,6749848,8809258,0,0,0,1
685754,0,2,18,112,650,134,88324,3164,141,2043,-41,-4,2,-25,80,6749788,8809258,0,0,0,1
685780,0,2,20,89,93,76,88330,3164,133,2031,-46,-3,3,-30,176,6749980,8809258,0,0,0,1
685799,0,3,22,84,93,81,88330,3164,131,2032,-38,-3,5,-26,160,6749960,8809258,0,0,0,1
685819,0,3,24,87,278,90,88328,3164,126,2034,-60,-4,5,-28,144,6749902,8809258,0,0,0,1
685838,0,4,25,62,185,47,88329,3164,133,2025,-36,-3,5,-27,144,6749950,8809258,0,0,0,1
685862,0,4,27,73,185,81,88329,3164,118,2032,-46,-6,4,-27,144,6749942,8809258,0,0,0,1
685883,0,5,28,33,278,9,88328,3164,132,2017,-25,-7,6,-22,192,6749908,8809258,0,0,0,1
685901,0,6,30,59,557,76,88325,3164,122,2031,-43,-5,6,-26,176,6749818,8809258,0,0,0,1
685922,0,6,31,25,464,4,88326,3164,140,2016,-42,-4,10,-25,176,6749868,8809258,0,0,0,1
685946,0,7,32,48,371,62,88327,3164,118,2028,-51,-6,4,-26,160,6749892,8809258,0,0,0,1
685967,0,8,34,86,278,110,88328,3164,141,2038,-43,-4,2,-24,192,6749922,8809258,0,0,0,1
685985,0,9,36,76,464,71,88326,3164,136,2030,-25,-5,6,-26,160,6749848,8809258,0,0,0,1
686004,0,9,37,55,371,43,88327,3164,133,2024,-37,-1,5,-29,192,6749894,8809258,0,0,0,1
686024,0,10,39,38,371,28,88327,3164,117,2021,-39,-6,6,-29,144,6749898,8809258,0,0,0,1
686049,0,12,40,53,464,62,88326,3164,127,2028,-33,-7,3,-26,160,6749860,8809258,0,0,0,1
686069,0,12,42,52,185,52,88329,3164,125,2026,-46,-4,6,-26,128,6749932,8809258,0,0,0,1
686088,0,14,43,40,464,33,88326,3164,132,2022,-54,-4,4,-26,160,6749852,8809258,0,0,0,1
686108,0,15,45,71,464,90,88326,3164,129,2034,-38,-6,2,-26,192,6749866,8809258,0,0,0,1
686133,0,16,47,80,185,86,88329,3164,116,2033,-49,-5,6,-25,160,6749940,8809258,0,0,0,1
686151,0,17,49,65,278,57,88328,3164,114,2027,-22,-4,3,-29,160,6749906,8809258,0,0,0,1
686172,0,18,51,57,371,52,88327,3164,137,2026,-38,-8,5,-28,128,6749882,8809258,0,0,0,1
686190,0,20,53,77,371,90,88327,3164,135,2034,-35,-3,5,-27,160,6749882,8809258,0,0,0,1
686211,0,21,55,73,371,71,88327,3164,142,2030,-27,-4,5,-23,160,6749882,8809258,0,0,0,1
686235,0,23,58,69,371,67,88327,3164,113,2029,-34,0,2,-26,192,6749880,8809258,0,0,0,1
686254,0,24,60,53,371,43,88327,3164,145,2024,-34,-2,7,-28,160,6749886,8809258,0,0,0,1
686274,0,26,61,70,185,81,88329,3164,126,2032,-32,-4,5,-27,160,6749946,8809258,0,0,0,1
686292,0,28,64,76,557,81,88325,3164,134,2032,-30,-6,2,-28,192,6749838,8809258,0,0,0,1
686319,0,29,66,55,0,43,88331,3164,109,2024,-37,-2,3,-25,112,6749988,8809258,0,0,0,1
686338,0,31,68,59,464,62,88326,3164,131,2028,-41,-2,8,-27,112,6749856,8809258,0,0,0,1
686356,0,34,71,49,557,43,88325,3164,112,2024,-27,-6,6,-23,128,6749844,8809258,0,0,0,1
686376,0,36,74,45,557,43,88325,3164,131,2024,-31,-5,4,-26,160,6749842,8809258,0,0,0,1
686401,0,38,76,79,185,100,88329,3164,113,2036,-59,-2,5,-24,208,6749954,8809258,0,0,0,1
686422,0,40,78,65,185,57,88329,3164,139,2027,-36,-5,7,-22,96,6749946,8809258,0,0,0,1
686440,0,42,80,57,371,52,88327,3164,130,2026,-31,-6,6,-24,192,6749874,8809258,0,0,0,1
686460,0,44,82,50,185,47,88329,3164,150,2025,-38,-5,4,-23,176,6749938,8809258,0,0,0,1
686479,0,48,86,89,742,114,88323,3164,149,2039,-43,-3,6,-27,192,6749760,8809258,0,0,0,1
686503,0,51,89,46,371,19,88327,3164,139,2019,-17,-4,5,-26,144,6749898,8809258,0,0,0,1
686524,0,53,91,82,93,105,88330,3164,126,2037,-41,-5,7,-27,112,6749986,8809258,0,0,0,1
686542,0,56,94,102,464,114,88326,3164,124,2039,-43,-2,5,-27,144,6749858,8809258,0,0,0,1
686563,0,60,99,92,742,86,88323,3164,131,2033,-44,-4,8,-28,160,6749780,8809258,0,0,0,1
686587,0,63,101,35,185,0,88329,3164,128,2015,-38,-4,3,-26,160,6749954,8809258,0,0,0,1
686608,0,65,103,57,185,71,88329,3164,119,2030,-51,-5,6,-26,128,6749934,8809258,0,0,0,1
686626,0,69,108,77,650,90,88324,3164,127,2034,-38,-5,4,-23,160,6749816,8809258,0,0,0,1
686645,0,73,110,61,371,52,88327,3164,130,2026,-29,-3,6,-22,80,6749884,8809258,0,0,0,1
686665,0,77,114,32,557,14,88325,3164,134,2018,-22,-7,6,-25,128,6749844,8809258,0,0,0,1
686690,0,82,118,59,557,76,88325,3164,113,2031,-23,-6,3,-24,144,6749834,8809258,0,0,0,1
686710,0,85,120,36,278,23,88328,3164,129,2020,-40,-5,5,-26,144,6749922,8809258,0,0,0,1
686729,0,91,125,69,650,90,88324,3164,135,2034,-44,-4,8,-26,160,6749816,8809258,0,0,0,1
686747,0,95,129,43,557,28,88325,3164,132,2021,-2,-5,7,-25,144,6749842,8809258,0,0,0,1
686774,0,100,132,43,371,43,88327,3164,129,2024,-20,-1,5,-24,128,6749898,8809258,0,0,0,1
686792,0,105,135,51,464,57,88326,3164,127,2027,-48,-3,1,-32,144,6749858,8809258,0,0,0,1
686813,0,109,137,58,278,62,88328,3164,129,2028,-55,-2,6,-28,128,6749920,8809258,0,0,0,1
686831,0,113,141,63,464,67,88326,3164,140,2029,-38,-4,8,-23,128,6749870,8809258,0,0,0,1
686858,0,117,143,59,93,57,88330,3164,124,2027,-36,-5,8,-26,128,6749960,8809258,0,0,0,1
686876,0,121,145,49,278,43,88328,3164,143,2024,-39,-5,7,-29,224,6749918,8809258,0,0,0,1
686895,0,125,147,62,278,71,88328,3164,125,2030,-55,-3,7,-25,176,6749912,8809258,0,0,0,1
686915,0,128,149,77,185,86,88329,3164,111,2033,-40,-6,4,-26,176,6749932,8809258,0,0,0,1
686934,0,135,154,61,650,52,88324,3164,143,2026,-29,-5,6,-27,176,6749790,8809258,0,0,0,1
686960,0,136,153,67,-186,71,88333,3164,144,2030,-19,-3,8,-26,96,6750044,8809258,0,0,0,1
686979,0,164,181,72,3156,76,88297,3164,135,2031,-41,-3,8,-24,160,6749036,8809258,55,0,0,1
686999,0,188,203,48,2599,33,88303,3164,140,2022,-51,-7,-7,-43,224,6749210,8809258,63,0,0,1
687020,0,218,230,60,3156,67,88297,3164,126,2029,-46,-10,17,-14,192,6749044,8809258,19,0,0,1
687046,0,254,261,73,3435,81,88294,3164,145,2032,-31,-7,1,-30,176,6748958,8809258,0,0,0,1
687065,0,254,259,74,-186,76,88333,3164,132,2031,-26,-2,4,-26,208,6750046,8809258,0,0,0,1
687083,0,257,258,72,0,71,88331,3164,115,2030,-27,-4,3,-28,176,6749994,8809258,0,0,0,1
687104,0,261,258,69,185,67,88329,3164,123,2029,-16,-5,5,-25,128,6749940,8809258,0,0,0,1
687122,0,260,254,58,-279,52,88334,3164,130,2026,-25,-5,7,-25,160,6750074,8809258,0,0,0,1
687149,0,265,254,45,93,38,88330,3164,136,2023,-34,-3,4,-26,112,6749976,8809258,0,0,0,1
687167,0,267,252,70,0,86,88331,3164,136,2033,-26,-1,5,-24,144,6749998,8809258,0,0,0,1
687187,0,270,252,85,93,95,88330,3164,133,2035,-51,-4,6,-26,160,6749958,8809258,0,0,0,1
687206,0,275,253,59,278,43,88328,3164,117,2024,-40,-7,2,-25,112,6749910,8809258,0,0,0,1
687230,0,278,252,69,0,76,88331,3164,134,2031,-34,-5,7,-25,112,6750008,8809258,0,0,0,1
687251,0,280,250,53,0,43,88331,3164,132,2024,-31,-6,4,-27,144,6750004,8809258,0,0,0,1
687269,0,287,254,32,557,19,88325,3164,138,2019,-24,-5,7,-24,144,6749818,8809258,0,0,0,1
687290,0,294,256,56,371,71,88327,3164,118,2030,-45,-4,3,-23,128,6749896,8809258,0,0,0,1
687314,0,303,260,59,557,62,88325,3164,130,2028,-44,-6,5,-26,192,6749840,8809258,0,0,0,1
